Produto Id __,Categoria,Categorias Nome,subCategoria Id,Categoria de Tamanho id,Código Ref,Possui Variação,Produto,Descrição,Concentrado,TMP Concentrado,Look Valor Variação,TMP Valor Variação,TMP Promoção Variação,Valor Original,Se valor promocional,Valor Correto Original,Se valor promocional variação,Se valor correto,Variações do Produto,Valor Final do Produto com Variação,TMP Valor vitrine,Soma total,TMP Valor total,Imagem,Se Imagem,Entry Quantidade,Entry Tamanhos,TMP Chave tripla,TMP_Produto ID + Fragrancia ID,Mensagem Whatsapp,Link Whatsapp,Conta Relacionado,Nome/Tamanho nome,Novidades,Mais Vendidos,Soma mais vendidos,Soma os mais vendidos,Primeira Imagem,Entry Cor antigo,Entry Fragrância,Nome/Fragrância nome,Indisponível,Tamanho sem cor,Cores dos Produtos,Entry Cor,Nome/Cor Nome,Promoção Original
2occv.dnSPenQzper-QjZA,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,vYSQobfaRIO0urHRc8WyWQ,PZOwW1.1ROSiob7KmFoQKw,9302,Tem variação,Aditivo Alcalino 50L,Detergente alcalino com excelente poder de remoção de sujidades em tecidos.,Pronto-uso,"Pronto-uso a partir de R$803,50",,,,"803,5","803,5","R$803,50",,,"50L   R$ 803,50","50L   R$ 803,50","a partir de R$803,50",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/lHrXy5nBwaaTtgQNiU0I.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/lHrXy5nBwaaTtgQNiU0I.png,,,2occv.dnSPenQzper-QjZA   ,2occv.dnSPenQzper-QjZA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Aditivo Alcalino 50L%0A
#c, #n%0A%0A
 x R$803,50 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Aditivo Alcalino 50L%0A
#c, #n%0A%0A
 x R$803,50 -> %0A%0A
Obrigado",33,,,,3,5396,,,,,,,,,,
LlTOwu6fTQWh9HUIEbMT2A,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,vYSQobfaRIO0urHRc8WyWQ,PZOwW1.1ROSiob7KmFoQKw,9277,Tem variação,Alvejante Clorado em Pó 20kg,Produto altamente eficiente no alvejamento de roupas brancas ou de cores firmes.,Pronto-uso,"Pronto-uso a partir de R$362,00",,,,362,362,"R$362,00",,,"20L   R$ 362,00","20L   R$ 362,00","a partir de R$362,00",,1 x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/ixUKDH3pR6g1IpDsbnO9.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/ixUKDH3pR6g1IpDsbnO9.png,1,,LlTOwu6fTQWh9HUIEbMT2A   ,LlTOwu6fTQWh9HUIEbMT2A ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Alvejante Clorado em Pó 20kg%0A
#c, #n%0A%0A
1 x R$362,00 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Alvejante Clorado em Pó 20kg%0A
#c, #n%0A%0A
1 x R$362,00 -> %0A%0A
Obrigado",33,,,,1,5396,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/ixUKDH3pR6g1IpDsbnO9.png,,,,,,,,,
wjldeBscQMSrTyJLVhUSqg,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,vYSQobfaRIO0urHRc8WyWQ,PZOwW1.1ROSiob7KmFoQKw,9278,Tem variação,Pasta Umectante 20kg,"DETERGENTE SUPERCONCENTRADO: com alto poder umectante e emulsionante, facilitando a quebra da tensão superficial. ",Pronto-uso,"Pronto-uso a partir de R$317,50",,,,"317,5","317,5","R$317,50",,,"20L   R$ 317,50","20L   R$ 317,50","a partir de R$317,50",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/qgc3jg0cXSK85Spg2tyH.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/qgc3jg0cXSK85Spg2tyH.png,,,wjldeBscQMSrTyJLVhUSqg   ,wjldeBscQMSrTyJLVhUSqg ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Pasta Umectante 20kg%0A
#c, #n%0A%0A
 x R$317,50 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Pasta Umectante 20kg%0A
#c, #n%0A%0A
 x R$317,50 -> %0A%0A
Obrigado",33,,,,2,5396,,,,,,,,,,
s-mk6WKNSi-.78YZK6TwYg,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,HYAzL8qzQ12T999V1h.waA,PZOwW1.1ROSiob7KmFoQKw,7898237042008,Tem variação,Seven Free,"DETERGENTE DESENGORDURANTE: indicado para remoção de gorduras, óleos, resíduos de alimentos e matéria orgânica.",Concentrado - Alto Rendimento,"Concentrado - Alto Rendimento a partir de R$26,70",,,,"26,7","26,7","R$26,70",,,"1L   R$ 26,70
 5L   R$ 92,20","1L   R$ 26,70
 5L   R$ 92,20","a partir de R$26,70",,1 x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/jL5UDQYRbPfxMNVBcl7d.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/jL5UDQYRbPfxMNVBcl7d.png,1,YlN0PF5XT-euynbZ-Fer6Q,s-mk6WKNSi-.78YZK6TwYg YlN0PF5XT-euynbZ-Fer6Q  ,s-mk6WKNSi-.78YZK6TwYg ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Free%0A
#c, #n%0A%0A
1 x R$26,70 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Free%0A
#c, #n%0A%0A
1 x R$26,70 -> %0A%0A
Obrigado",17,20L,,true,97,5396,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/jL5UDQYRbPfxMNVBcl7d.png,,,,,,,,,
f-V7xHLyTIGpRM17lOaTew,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,HYAzL8qzQ12T999V1h.waA,PZOwW1.1ROSiob7KmFoQKw,7898237042688,Tem variação,Seven Detergente Neutro,Alta formação de espuma com agente desengordurante especial.,Concentrado - Alto Rendimento,"Concentrado - Alto Rendimento a partir de R$15,20",,,,"15,2","15,2","R$15,20",,,"1L   R$ 15,20
 5L   R$ 48,80
 20L   R$ 142,00","1L   R$ 15,20
 5L   R$ 48,80
 20L   R$ 142,00","a partir de R$15,20",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/UauLxlYf0YjOSakOtisu.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/UauLxlYf0YjOSakOtisu.png,,,f-V7xHLyTIGpRM17lOaTew   ,f-V7xHLyTIGpRM17lOaTew ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Detergente Neutro%0A
#c, #n%0A%0A
 x R$15,20 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Detergente Neutro%0A
#c, #n%0A%0A
 x R$15,20 -> %0A%0A
Obrigado",17,,,,37,5396,,,,,,,,,,
gE9BRLmARluArpVQjNNHnw,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,HYAzL8qzQ12T999V1h.waA,PZOwW1.1ROSiob7KmFoQKw,10450,Não tem variação,Seven Detergente Neutro ,Alto rendimento e formação de espuma para limpeza de utensílios e equipamentos de copa e cozinha.,Super concentrado - Alto Rendimento,"Super concentrado - Alto Rendimento a partir de R$62,00",,,,62,62,"R$62,00",,"R$62,00",,"R$62,00","a partir de R$62,00",62,"1 x R$62,00 -> R$ 62,00 ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/nXmfaYVziqRDtvjTM0bM.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/nXmfaYVziqRDtvjTM0bM.png,1,,gE9BRLmARluArpVQjNNHnw   ,gE9BRLmARluArpVQjNNHnw ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Detergente Neutro %0A
#c, #n%0A%0A
1 x R$62,00 -> R$ 62,00%0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Detergente Neutro %0A
#c, #n%0A%0A
1 x R$62,00 -> R$ 62,00%0A%0A
Obrigado",17,,,,8,5396,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/nXmfaYVziqRDtvjTM0bM.png,,,,,,,,,
a-UJFrdI0Q1OM2Ep9YAyRoA,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,HYAzL8qzQ12T999V1h.waA,PZOwW1.1ROSiob7KmFoQKw,7898237042961,Tem variação,Seven Grill Desincrustante ,"Ideal para remoção de gorduras carbonizadas. 
Ampla aplicação no segmento alimentício.",Concentrado - Alto Rendimento,"Concentrado - Alto Rendimento a partir de R$20,60",,,,"20,6","20,6","R$20,60",,,"1L   R$ 20,60
 5L   R$ 64,90
 20L   R$ 175,00","1L   R$ 20,60
 5L   R$ 64,90
 20L   R$ 175,00","a partir de R$20,60",,1 x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/TEqgJ8ZAhG1Ff2xWZT0H.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/TEqgJ8ZAhG1Ff2xWZT0H.png,1,,a-UJFrdI0Q1OM2Ep9YAyRoA   ,a-UJFrdI0Q1OM2Ep9YAyRoA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Grill Desincrustante %0A
#c, #n%0A%0A
1 x R$20,60 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Grill Desincrustante %0A
#c, #n%0A%0A
1 x R$20,60 -> %0A%0A
Obrigado",17,,,,32,5396,,,,,,,,,,
bh-EVxBuRWSQvRmaLh1d6Q,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,HYAzL8qzQ12T999V1h.waA,PZOwW1.1ROSiob7KmFoQKw,7898237043180,Tem variação,Seven Clearon,"Detergente alcalino clorado, com 4% a 6% de cloro ativo e alto poder sanitizante.",Concentrado - Alto Rendimento,"Concentrado - Alto Rendimento a partir de R$22,00",,,,22,22,"R$22,00",,,"1L   R$ 22,00
 5L   R$ 68,40
 20L   R$ 207,00","1L   R$ 22,00
 5L   R$ 68,40
 20L   R$ 207,00","a partir de R$22,00",,1 x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/x88cwGM48vkgIhd2tf0g.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/x88cwGM48vkgIhd2tf0g.png,1,,bh-EVxBuRWSQvRmaLh1d6Q   ,bh-EVxBuRWSQvRmaLh1d6Q ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Clearon%0A
#c, #n%0A%0A
1 x R$22,00 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Clearon%0A
#c, #n%0A%0A
1 x R$22,00 -> %0A%0A
Obrigado",17,,,,19,5396,,,,,,,,,,
QleTwyp3TJWCAcbmD7tjcw,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,HYAzL8qzQ12T999V1h.waA,PZOwW1.1ROSiob7KmFoQKw,7898237044996,Tem variação,Seven Detergente Para Máquinas,"Ideal para máquinas de lavar louças. 
Apresenta excelente ação desengordurante em baixa dosagem.",Pronto-uso,"Pronto-uso a partir de R$75,90",,,,"75,9","75,9","R$75,90",,,"5L   R$ 75,90
 20L   R$ 259,60","5L   R$ 75,90
 20L   R$ 259,60","a partir de R$75,90",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/EfqFxJwEsnbbz6vFUhSS.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/EfqFxJwEsnbbz6vFUhSS.png,,,QleTwyp3TJWCAcbmD7tjcw   ,QleTwyp3TJWCAcbmD7tjcw ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Detergente Para Máquinas%0A
#c, #n%0A%0A
 x R$75,90 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Detergente Para Máquinas%0A
#c, #n%0A%0A
 x R$75,90 -> %0A%0A
Obrigado",17,,,,10,5396,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/EfqFxJwEsnbbz6vFUhSS.png,,,,,,,,,
6vWeMeOqQ0qRWlACaDtFvQ,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,VJL6LvJRRJud6Z2WGKu4xA,PZOwW1.1ROSiob7KmFoQKw,,Tem variação,Magic 3 em 1,"É indicado para limpeza de superfícies em geral e variados tipos de pisos, podendo realizar a aplicação com ou sem enxague, deixando um ambiente limpo, desinfectado e com um perfume suave e duradouro.",Concentrado - Alto Rendimento,"Concentrado - Alto Rendimento a partir de R$29,80","34,2","R$ 34,20",,"29,8","29,8","R$29,80","R$ 34,20","R$ 34,20","1L Tradicional  R$ 29,80
 5L Tradicional  R$ 126,60
 1L Dama da Noite  R$ 34,20
 5L Dama da Noite  R$ 129,50
 5L Essências da Natureza  R$ 129,40
 1L Pétalas do Oriente  R$ 30,00
 5L Pétalas do Oriente  R$ 122,90","1L Tradicional  R$ 29,80
 5L Tradicional  R$ 126,60
 1L Dama da Noite  R$ 34,20
 5L Dama da Noite  R$ 129,50
 5L Essências da Natureza  R$ 129,40
 1L Pétalas do Oriente  R$ 30,00
 5L Pétalas do Oriente  R$ 122,90","a partir de R$29,80","34,2","1 x R$ 34,20 -> R$ 34,20 ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/hNMTyLv15DZgEz5lofoe.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/hNMTyLv15DZgEz5lofoe.png,1,RUXZ-ZBlRFidQ3NF7FoiAg,6vWeMeOqQ0qRWlACaDtFvQ RUXZ-ZBlRFidQ3NF7FoiAg 0tgphvvWTyuhF8Ha0Ge2lA ,6vWeMeOqQ0qRWlACaDtFvQ 0tgphvvWTyuhF8Ha0Ge2lA,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Magic 3 em 1%0A
#c, #n%0A%0A
1 x R$29,80 -> R$ 34,20%0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Magic 3 em 1%0A
#c, #n%0A%0A
1 x R$29,80 -> R$ 34,20%0A%0A
Obrigado",94,1L,,true,158,5396,,xjTcgZhySg29AYnkPEqOIQ,0tgphvvWTyuhF8Ha0Ge2lA,Dama da Noite,,,,,,
OjduYS39TLCScLfw8eM8GA,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,VJL6LvJRRJud6Z2WGKu4xA,PZOwW1.1ROSiob7KmFoQKw,,Tem variação,Seven Flotador Multiuso,"O produto proporciona limpeza profunda através do processo de flotação de partículas, em variados tipos de superfícies fixas, com alta eficiência e conservação dos materiais por meio de inibidores de corrosão. Indicado para limpeza em couro, plásticos, porcelanas, azulejos, paredes, revestimentos, fórmicas, fogões, geladeiras, pisos, mármores, granito, cerâmicas, vinílicos, paviflex, esmaltes, carpetes, borrachas, acrílicos, policarbonatos e superfícies em geral.",Concentrado - Alto Rendimento,"Concentrado - Alto Rendimento a partir de R$20,70","20,7","R$ 20,70",,"20,7","20,7","R$20,70","R$ 20,70","R$ 20,70","5L   R$ 67,60
 1L   R$ 20,70
 20L   R$ 182,00","5L   R$ 67,60
 1L   R$ 20,70
 20L   R$ 182,00","a partir de R$20,70","20,7","1 x R$ 20,70 -> R$ 20,70 ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/yiRzvWiq6AfCGZn5Jfpx.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/yiRzvWiq6AfCGZn5Jfpx.png,1,RUXZ-ZBlRFidQ3NF7FoiAg,OjduYS39TLCScLfw8eM8GA RUXZ-ZBlRFidQ3NF7FoiAg  ,OjduYS39TLCScLfw8eM8GA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Flotador Multiuso%0A
#c, #n%0A%0A
1 x R$20,70 -> R$ 20,70%0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Flotador Multiuso%0A
#c, #n%0A%0A
1 x R$20,70 -> R$ 20,70%0A%0A
Obrigado",94,1L,,true,188,5396,,,,,,,,,,
07Hn7VB7TXO9HKrT1fl-6w,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,VJL6LvJRRJud6Z2WGKu4xA,PZOwW1.1ROSiob7KmFoQKw,,Tem variação,Seven Glass Limpa Vidros,"Produto  concentrado,  para  limpeza  profissional  de  vidros.  Sua  formulação proporciona fácil aplicação, limpeza e secagem instantânea, sem deixar manchas. Propicia à superfície uma película  protetora.",Concentrado - Alto Rendimento,"Concentrado - Alto Rendimento a partir de R$18,20",120,"R$ 120,00",,"18,2","18,2","R$18,20","R$ 120,00","R$ 120,00","1L   R$ 18,20
 5L   R$ 50,50
 20L   R$ 120,00","1L   R$ 18,20
 5L   R$ 50,50
 20L   R$ 120,00","a partir de R$18,20",240,"2 x R$ 120,00 -> R$ 240,00 ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/6o4VejjfTTnHMIzzX20A.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/6o4VejjfTTnHMIzzX20A.png,2,YlN0PF5XT-euynbZ-Fer6Q,07Hn7VB7TXO9HKrT1fl-6w YlN0PF5XT-euynbZ-Fer6Q  ,07Hn7VB7TXO9HKrT1fl-6w ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Glass Limpa Vidros%0A
#c, #n%0A%0A
2 x R$18,20 -> R$ 240,00%0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Glass Limpa Vidros%0A
#c, #n%0A%0A
2 x R$18,20 -> R$ 240,00%0A%0A
Obrigado",94,20L,,true,50,5396,,M9mbJQShTiexEDhyrqYV5g,,,,,,,,
jBCrvtMqT5OF3Z4t-fjbhg,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,VJL6LvJRRJud6Z2WGKu4xA,PZOwW1.1ROSiob7KmFoQKw,7898237048666,Tem variação,Seven Sanit Crost,"É um desincrustante e desinfetante indicado para remoção de manchas em vasos sanitários, mictórios, azulejos e etc. Elimina micro-organismos causadores de maus odores. Apresenta uma viscosidade balanceada, proporcionando maior aderência e consequentemente maior tempo de ação. Possui uma agradável fragrância.",Pronto-uso,"Pronto-uso a partir de R$43,00",43,"R$ 43,00",,43,43,"R$43,00","R$ 43,00","R$ 43,00","1L   R$ 43,00","1L   R$ 43,00","a partir de R$43,00",43,"1 x R$ 43,00 -> R$ 43,00 ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/SFGSc91YaitUdshuKEB3.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/SFGSc91YaitUdshuKEB3.png,1,RUXZ-ZBlRFidQ3NF7FoiAg,jBCrvtMqT5OF3Z4t-fjbhg RUXZ-ZBlRFidQ3NF7FoiAg  ,jBCrvtMqT5OF3Z4t-fjbhg ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Sanit Crost%0A
#c, #n%0A%0A
1 x R$43,00 -> R$ 43,00%0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Sanit Crost%0A
#c, #n%0A%0A
1 x R$43,00 -> R$ 43,00%0A%0A
Obrigado",94,1L,,true,59,5396,,,,,,,,,,
96OukS3JRFihmyvYhZr8DA,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,VJL6LvJRRJud6Z2WGKu4xA,PZOwW1.1ROSiob7KmFoQKw,,Tem variação,Seven Porcelan Detergente Neutro,"É um limpador com formulação balanceada, biodegradável, com pH neutro, concentrado, baixa formação de espuma, facilitando o enxágue. 
Desenvolvido especialmente para pisos finos, como por exemplo o porcelanato. 
Limpa sem agredir o piso, mantendo o seu brilho. 
O produto pode dispensar o enxágue na manutenção diária.",Concentrado - Alto Rendimento,"Concentrado - Alto Rendimento a partir de R$19,40","19,4","R$ 19,40",,"19,4","19,4","R$19,40","R$ 19,40","R$ 19,40","1L   R$ 19,40
 5L   R$ 67,70","1L   R$ 19,40
 5L   R$ 67,70","a partir de R$19,40","19,4","1 x R$ 19,40 -> R$ 19,40 ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/hk5lhMCj7zQ0s4P7bb1j.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/hk5lhMCj7zQ0s4P7bb1j.png,1,RUXZ-ZBlRFidQ3NF7FoiAg,96OukS3JRFihmyvYhZr8DA RUXZ-ZBlRFidQ3NF7FoiAg  ,96OukS3JRFihmyvYhZr8DA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Porcelan Detergente Neutro%0A
#c, #n%0A%0A
1 x R$19,40 -> R$ 19,40%0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Porcelan Detergente Neutro%0A
#c, #n%0A%0A
1 x R$19,40 -> R$ 19,40%0A%0A
Obrigado",94,1L,,,61,5396,,,,,,,,,,
Ga0LKpDRTOu1bDNCAkH3CQ,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,VJL6LvJRRJud6Z2WGKu4xA,PZOwW1.1ROSiob7KmFoQKw,,Tem variação,Seven Geleia de Pinho,"O produto apresenta excelente poder de limpeza agindo sobre óleos, gorduras, fuligens, terras e outros tipos de sujidades. Sua formulação possui óleo essencial de pinho, deixando um agradável perfume. 
Possui efeito desodorizante e excelente custo/benefício. Indicado para limpeza em escolas, canis, sanitários e pisos em geral",Concentrado - Alto Rendimento,"Concentrado - Alto Rendimento a partir de R$19,90","19,9","R$ 19,90",,"19,9","19,9","R$19,90","R$ 19,90","R$ 19,90","1L   R$ 19,90
 20L   R$ 140,00
 5L   R$ 58,20
 2L   R$ 26,40","1L   R$ 19,90
 20L   R$ 140,00
 5L   R$ 58,20
 2L   R$ 26,40","a partir de R$19,90","59,7","3 x R$ 19,90 -> R$ 59,70 ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/mXjdYlSbqM1dLVZZYgus.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/mXjdYlSbqM1dLVZZYgus.png,3,RUXZ-ZBlRFidQ3NF7FoiAg,Ga0LKpDRTOu1bDNCAkH3CQ RUXZ-ZBlRFidQ3NF7FoiAg  ,Ga0LKpDRTOu1bDNCAkH3CQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Geleia de Pinho%0A
#c, #n%0A%0A
3 x R$19,90 -> R$ 59,70%0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Geleia de Pinho%0A
#c, #n%0A%0A
3 x R$19,90 -> R$ 59,70%0A%0A
Obrigado",94,1L,,true,70,5396,,NDC9zyFSQMW4PMLbU7pydg,,,,,,,,
ILqhzEmSRJWft32s0UB6hw,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,VJL6LvJRRJud6Z2WGKu4xA,PZOwW1.1ROSiob7KmFoQKw,7898237042640,Tem variação,Seven Stone Limpa Pedras,"O produto é um detergente concentrado, desenvolvido para limpeza pesada e desincrustações em pedras, concretos, cimentados, pisos rústicos e superfícies em geral. Concentração moderada de ácidos, com ótimo rendimento e alto desempenho. 
Limpeza profunda e eficaz, com baixo odor, baixa toxicidade e impacto ambiental. Contém Blend de Ácidos e Tensoativos Biodegradáveis",Concentrado - Alto Rendimento,"Concentrado - Alto Rendimento a partir de R$20,90","236,9","R$ 236,90",,"20,9","20,9","R$20,90","R$ 236,90","R$ 236,90","1L   R$ 20,90
 5L   R$ 69,30
 20L   R$ 236,90","1L   R$ 20,90
 5L   R$ 69,30
 20L   R$ 236,90","a partir de R$20,90","473,8","2 x R$ 236,90 -> R$ 473,80 ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/DfmBz9DVO3cASlOYjW5O.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/DfmBz9DVO3cASlOYjW5O.png,2,YlN0PF5XT-euynbZ-Fer6Q,ILqhzEmSRJWft32s0UB6hw YlN0PF5XT-euynbZ-Fer6Q  ,ILqhzEmSRJWft32s0UB6hw ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Stone Limpa Pedras%0A
#c, #n%0A%0A
2 x R$20,90 -> R$ 473,80%0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Seven Stone Limpa Pedras%0A
#c, #n%0A%0A
2 x R$20,90 -> R$ 473,80%0A%0A
Obrigado",94,20L,,true,68,5396,,,,,,,,,,
