Row id ValorTamanhoFragrancia,Produto id,Tamanhos id,Valor,Tamanho,TMP Fragrância Cor,Tipo de tamanho id,TMP_Produto ID + Fragrância ID,TMP Chave tripla,Indisponível,TMP Tamanho indisponivel,Lista descritivo,TMP Todas as variações,Codigo Ref,Nome do Produto,Fragrancia id,Fragrancia,Se indisponivel,Valor Promocional,Cores id,Cor
G2ib.3e.RiKWV90LsntI1Q,dI84XCU-R5284h4qXDphNw,No8pDrIlTvKQ3u2eiHjJpQ,620,50L,"50L   R$ 620,00",PZOwW1.1ROSiob7KmFoQKw,dI84XCU-R5284h4qXDphNw ,dI84XCU-R5284h4qXDphNw No8pDrIlTvKQ3u2eiHjJpQ  ,,50L ,"50L   R$ 620,00","50L   R$ 620,00",12076,Seven Neut,,,,,,
pE-rzVwhTcyKHR4EJL0EzQ,a-sbBabmPQjqswkxiQLxV6g,No8pDrIlTvKQ3u2eiHjJpQ,"698,41",50L,"50L   R$ 698,41",PZOwW1.1ROSiob7KmFoQKw,a-sbBabmPQjqswkxiQLxV6g ,a-sbBabmPQjqswkxiQLxV6g No8pDrIlTvKQ3u2eiHjJpQ  ,,50L ,"50L   R$ 698,41","50L   R$ 698,41",10231,,,,,,,
CwAP0MWvSOWgscNVrCGGSA,kn99jrTVSKuVM4BRI2Jmuw,No8pDrIlTvKQ3u2eiHjJpQ,1270,50L,"50L   R$ 1.270,00",PZOwW1.1ROSiob7KmFoQKw,kn99jrTVSKuVM4BRI2Jmuw ,kn99jrTVSKuVM4BRI2Jmuw No8pDrIlTvKQ3u2eiHjJpQ  ,,50L ,"50L   R$ 1.270,00","50L   R$ 1.270,00",9274,Soap Gold 50L,,,,,,
THQv7D6oQHS90OyQ-1-.GQ,pYBAAKG6TielU0Xc9nasgA,No8pDrIlTvKQ3u2eiHjJpQ,464,50L,"50L   R$ 464,00",PZOwW1.1ROSiob7KmFoQKw,pYBAAKG6TielU0Xc9nasgA ,pYBAAKG6TielU0Xc9nasgA No8pDrIlTvKQ3u2eiHjJpQ  ,,50L ,"50L   R$ 464,00","50L   R$ 464,00",2505,Seven Clor 50L,,,,,,
zvtnzHY7TueompHqi-wJoA,2occv.dnSPenQzper-QjZA,No8pDrIlTvKQ3u2eiHjJpQ,"803,5",50L,"50L   R$ 803,50",PZOwW1.1ROSiob7KmFoQKw,2occv.dnSPenQzper-QjZA ,2occv.dnSPenQzper-QjZA No8pDrIlTvKQ3u2eiHjJpQ  ,,50L ,"50L   R$ 803,50","50L   R$ 803,50",9302,Aditivo Alcalino 50L,,,,,,
ESIrUAp6Q66FE1OigWsY7Q,LlTOwu6fTQWh9HUIEbMT2A,YlN0PF5XT-euynbZ-Fer6Q,362,20L,"20L   R$ 362,00",PZOwW1.1ROSiob7KmFoQKw,LlTOwu6fTQWh9HUIEbMT2A ,LlTOwu6fTQWh9HUIEbMT2A YlN0PF5XT-euynbZ-Fer6Q  ,,20L ,"20L   R$ 362,00","20L   R$ 362,00",9277,Alvejante Clorado em Pó 20kg,,,,,,
QGPoTSFhQqiA0QXkJ90zJQ,wjldeBscQMSrTyJLVhUSqg,YlN0PF5XT-euynbZ-Fer6Q,"317,5",20L,"20L   R$ 317,50",PZOwW1.1ROSiob7KmFoQKw,wjldeBscQMSrTyJLVhUSqg ,wjldeBscQMSrTyJLVhUSqg YlN0PF5XT-euynbZ-Fer6Q  ,,20L ,"20L   R$ 317,50","20L   R$ 317,50",9278,Pasta Umectante 20kg,,,,,,
etSbw4dMSQqJpVCExofQdg,UceLAPb9QGyGGHGzZtEwzg,Wrx-GAsYQQe-OWT9NcZ6ew,"66,3",5L,"5L   R$ 66,30",PZOwW1.1ROSiob7KmFoQKw,UceLAPb9QGyGGHGzZtEwzg ,UceLAPb9QGyGGHGzZtEwzg Wrx-GAsYQQe-OWT9NcZ6ew  ,false,5L ,"5L   R$ 66,30_ 20L   R$ 218,00_ 50L   R$ 375,00_ 1L   R$ 22,70","5L   R$ 66,30
 20L   R$ 218,00
 50L   R$ 375,00
 1L   R$ 22,70",7898237044217,Seven At Detergente Automotivo,,,,,,
rv9u7rcaSAqz6ngi8NlYaQ,UceLAPb9QGyGGHGzZtEwzg,YlN0PF5XT-euynbZ-Fer6Q,218,20L,"20L   R$ 218,00",PZOwW1.1ROSiob7KmFoQKw,UceLAPb9QGyGGHGzZtEwzg ,UceLAPb9QGyGGHGzZtEwzg YlN0PF5XT-euynbZ-Fer6Q  ,,20L ,"5L   R$ 66,30_ 20L   R$ 218,00_ 50L   R$ 375,00_ 1L   R$ 22,70","5L   R$ 66,30
 20L   R$ 218,00
 50L   R$ 375,00
 1L   R$ 22,70",10171,Seven At Detergente Automotivo,,,,,,
3GeAGnIEQJO4vvWMeeudDA,UceLAPb9QGyGGHGzZtEwzg,No8pDrIlTvKQ3u2eiHjJpQ,375,50L,"50L   R$ 375,00",PZOwW1.1ROSiob7KmFoQKw,UceLAPb9QGyGGHGzZtEwzg ,UceLAPb9QGyGGHGzZtEwzg No8pDrIlTvKQ3u2eiHjJpQ  ,,50L ,"5L   R$ 66,30_ 20L   R$ 218,00_ 50L   R$ 375,00_ 1L   R$ 22,70","5L   R$ 66,30
 20L   R$ 218,00
 50L   R$ 375,00
 1L   R$ 22,70",10173,Seven At Detergente Automotivo,,,,,,
vEmtM3tDRi-A3ERE5s0TVw,7iERFYvIRkuTo8uTgmLnIg,RUXZ-ZBlRFidQ3NF7FoiAg,"19,5",1L,"1L   R$ 19,50",PZOwW1.1ROSiob7KmFoQKw,7iERFYvIRkuTo8uTgmLnIg ,7iERFYvIRkuTo8uTgmLnIg RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 19,50_ 5L   R$ 75,30_ 20L   R$ 214,00_ 50L   R$ 406,00","1L   R$ 19,50
 5L   R$ 75,30
 20L   R$ 214,00
 50L   R$ 406,00",7898237044293,"Seven Denso 
",,,,,,
9n8UK8FMQ4qdbhr.6sP7eQ,7iERFYvIRkuTo8uTgmLnIg,Wrx-GAsYQQe-OWT9NcZ6ew,"75,3",5L,"5L   R$ 75,30",PZOwW1.1ROSiob7KmFoQKw,7iERFYvIRkuTo8uTgmLnIg ,7iERFYvIRkuTo8uTgmLnIg Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"1L   R$ 19,50_ 5L   R$ 75,30_ 20L   R$ 214,00_ 50L   R$ 406,00","1L   R$ 19,50
 5L   R$ 75,30
 20L   R$ 214,00
 50L   R$ 406,00",7898237044309,"Seven Denso 
",,,,,,
qFrxBtlmRvyKk4nb-wM8BQ,7iERFYvIRkuTo8uTgmLnIg,YlN0PF5XT-euynbZ-Fer6Q,214,20L,"20L   R$ 214,00",PZOwW1.1ROSiob7KmFoQKw,7iERFYvIRkuTo8uTgmLnIg ,7iERFYvIRkuTo8uTgmLnIg YlN0PF5XT-euynbZ-Fer6Q  ,,20L ,"1L   R$ 19,50_ 5L   R$ 75,30_ 20L   R$ 214,00_ 50L   R$ 406,00","1L   R$ 19,50
 5L   R$ 75,30
 20L   R$ 214,00
 50L   R$ 406,00",1169,"Seven Denso 
",,,,,,
i62TT4a7RR6K.7W5uX7f9Q,7iERFYvIRkuTo8uTgmLnIg,No8pDrIlTvKQ3u2eiHjJpQ,406,50L,"50L   R$ 406,00",PZOwW1.1ROSiob7KmFoQKw,7iERFYvIRkuTo8uTgmLnIg ,7iERFYvIRkuTo8uTgmLnIg No8pDrIlTvKQ3u2eiHjJpQ  ,,50L ,"1L   R$ 19,50_ 5L   R$ 75,30_ 20L   R$ 214,00_ 50L   R$ 406,00","1L   R$ 19,50
 5L   R$ 75,30
 20L   R$ 214,00
 50L   R$ 406,00",100172,"Seven Denso 
",,,,,,
57M.8pWeQ7KIJ5Zq9GWC9w,C4o9ZRJ3QU22NppdOc38fg,Wrx-GAsYQQe-OWT9NcZ6ew,77,5L,"5L   R$ 77,00",PZOwW1.1ROSiob7KmFoQKw,C4o9ZRJ3QU22NppdOc38fg ,C4o9ZRJ3QU22NppdOc38fg Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"5L   R$ 77,00","5L   R$ 77,00",7898237044354,,,,,,,
184S-SZ-TWm2vIBNcP5EXg,qPxQYT-ySIyvhcj8Ky.yXg,RUXZ-ZBlRFidQ3NF7FoiAg,"16,4",1L,"1L   R$ 16,40",PZOwW1.1ROSiob7KmFoQKw,qPxQYT-ySIyvhcj8Ky.yXg ,qPxQYT-ySIyvhcj8Ky.yXg RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 16,40","1L   R$ 16,40",9607,Seven Bor 1L,,,,,,
S7vgR.iaQN-8bwtAJaFXkw,jGGhxNYCQN2Q3p.vQMmiLQ,WC-ZGQ3jSNGCIOxYNjm4EA,"13,5",170g,"170g   R$ 13,50",PZOwW1.1ROSiob7KmFoQKw,jGGhxNYCQN2Q3p.vQMmiLQ ,jGGhxNYCQN2Q3p.vQMmiLQ WC-ZGQ3jSNGCIOxYNjm4EA  ,,170g ,"170g   R$ 13,50","170g   R$ 13,50",9391,Silic Gel,,,,,,
xXve861GS2uYkyZGqZ.gHg,2kO5IUIkQg2PTPRKJqY28Q,CQ.P-xi2RHmXPAwEeSHrjQ,110,1L,"1L Lavanda  R$ 110,00",ViU2USNJRHq0ozZts2ayIg,2kO5IUIkQg2PTPRKJqY28Q afep1N0qTIKD33fayENcvA,2kO5IUIkQg2PTPRKJqY28Q CQ.P-xi2RHmXPAwEeSHrjQ afep1N0qTIKD33fayENcvA ,,1L ,"1L Lavanda  R$ 110,00_ 1L Flores do Campo  R$ 120,00_ 5L Lavanda  R$ 200,00_ 5L Flores do Campo  R$ 210,00","1L Lavanda  R$ 110,00
 1L Flores do Campo  R$ 120,00
 5L Lavanda  R$ 200,00
 5L Flores do Campo  R$ 210,00",,,afep1N0qTIKD33fayENcvA,Lavanda,,109,,
Bv1y6AyDTb6wmQmS5rC1ig,2kO5IUIkQg2PTPRKJqY28Q,CQ.P-xi2RHmXPAwEeSHrjQ,120,1L,"1L Flores do Campo  R$ 120,00",ViU2USNJRHq0ozZts2ayIg,2kO5IUIkQg2PTPRKJqY28Q gI-hWcX1QEatrZ7r8Q4bSg,2kO5IUIkQg2PTPRKJqY28Q CQ.P-xi2RHmXPAwEeSHrjQ gI-hWcX1QEatrZ7r8Q4bSg ,,1L ,"1L Lavanda  R$ 110,00_ 1L Flores do Campo  R$ 120,00_ 5L Lavanda  R$ 200,00_ 5L Flores do Campo  R$ 210,00","1L Lavanda  R$ 110,00
 1L Flores do Campo  R$ 120,00
 5L Lavanda  R$ 200,00
 5L Flores do Campo  R$ 210,00",,,gI-hWcX1QEatrZ7r8Q4bSg,Flores do Campo,,119,,
pmYFrp74TeaZkK0z0Dn6jg,2kO5IUIkQg2PTPRKJqY28Q,n5FoQoB6T3Cz0j2iRIlJLA,200,5L,"5L Lavanda  R$ 200,00",ViU2USNJRHq0ozZts2ayIg,2kO5IUIkQg2PTPRKJqY28Q afep1N0qTIKD33fayENcvA,2kO5IUIkQg2PTPRKJqY28Q n5FoQoB6T3Cz0j2iRIlJLA afep1N0qTIKD33fayENcvA ,,5L ,"1L Lavanda  R$ 110,00_ 1L Flores do Campo  R$ 120,00_ 5L Lavanda  R$ 200,00_ 5L Flores do Campo  R$ 210,00","1L Lavanda  R$ 110,00
 1L Flores do Campo  R$ 120,00
 5L Lavanda  R$ 200,00
 5L Flores do Campo  R$ 210,00",,,afep1N0qTIKD33fayENcvA,Lavanda,,190,,
5JLudT5aTEistAIrG874kA,2kO5IUIkQg2PTPRKJqY28Q,n5FoQoB6T3Cz0j2iRIlJLA,210,5L,"5L Flores do Campo  R$ 210,00",ViU2USNJRHq0ozZts2ayIg,2kO5IUIkQg2PTPRKJqY28Q gI-hWcX1QEatrZ7r8Q4bSg,2kO5IUIkQg2PTPRKJqY28Q n5FoQoB6T3Cz0j2iRIlJLA gI-hWcX1QEatrZ7r8Q4bSg ,,5L ,"1L Lavanda  R$ 110,00_ 1L Flores do Campo  R$ 120,00_ 5L Lavanda  R$ 200,00_ 5L Flores do Campo  R$ 210,00","1L Lavanda  R$ 110,00
 1L Flores do Campo  R$ 120,00
 5L Lavanda  R$ 200,00
 5L Flores do Campo  R$ 210,00",,,gI-hWcX1QEatrZ7r8Q4bSg,Flores do Campo,,209,,
qQuM8JKHS72OhF3eNkYXxQ,HSXzmui4SwaUMv5qxMgzeQ,RUXZ-ZBlRFidQ3NF7FoiAg,"13,5",1L,"1L   R$ 13,50",PZOwW1.1ROSiob7KmFoQKw,HSXzmui4SwaUMv5qxMgzeQ ,HSXzmui4SwaUMv5qxMgzeQ RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 13,50_ 5L   R$ 36,50","1L   R$ 13,50
 5L   R$ 36,50",9391,Seven Sabonete Liquido Perolado (SEVENGEL),,,,,,
WLvlL8KYQAmxBvYVtbVsHQ,HSXzmui4SwaUMv5qxMgzeQ,Wrx-GAsYQQe-OWT9NcZ6ew,"36,5",5L,"5L   R$ 36,50",PZOwW1.1ROSiob7KmFoQKw,HSXzmui4SwaUMv5qxMgzeQ ,HSXzmui4SwaUMv5qxMgzeQ Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"1L   R$ 13,50_ 5L   R$ 36,50","1L   R$ 13,50
 5L   R$ 36,50",10288,Seven Sabonete Liquido Perolado (SEVENGEL),,,,,,
DwgXmB90TkSQWFCyVHtAgQ,bgw4SQqRTdaGehZvizR4kQ,Wrx-GAsYQQe-OWT9NcZ6ew,52,5L,"5L   R$ 52,00",PZOwW1.1ROSiob7KmFoQKw,bgw4SQqRTdaGehZvizR4kQ ,bgw4SQqRTdaGehZvizR4kQ Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"5L   R$ 52,00_ 440ml   R$ 10,80","5L   R$ 52,00
 440ml   R$ 10,80",7898237041360,Álcool Gel Antisséptico 70% (SEVENGEL),,,,,,
0ncfc9QbQqyM.lMXB1eX9Q,bgw4SQqRTdaGehZvizR4kQ,tQ2P30n6RqmBUwy3vrOC8A,"10,8",440ml,"440ml   R$ 10,80",PZOwW1.1ROSiob7KmFoQKw,bgw4SQqRTdaGehZvizR4kQ ,bgw4SQqRTdaGehZvizR4kQ tQ2P30n6RqmBUwy3vrOC8A  ,,440ml ,"5L   R$ 52,00_ 440ml   R$ 10,80","5L   R$ 52,00
 440ml   R$ 10,80",7898237041346,Álcool Gel Antisséptico 70% (SEVENGEL),,,,,,
G7cL-HaJRz-cgts0BMfhSg,UG2uLEaBQLSnjv1wzw4P.w,RUXZ-ZBlRFidQ3NF7FoiAg,"26,7",1L,"1L   R$ 26,70",PZOwW1.1ROSiob7KmFoQKw,UG2uLEaBQLSnjv1wzw4P.w ,UG2uLEaBQLSnjv1wzw4P.w RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 26,70_ 5L   R$ 87,00","1L   R$ 26,70
 5L   R$ 87,00",1180,Seven Sabonete Desengraxante (SEVENGEL),,,,,,
BW3yDaD4QMaJ2y4kn-6cqQ,UG2uLEaBQLSnjv1wzw4P.w,Wrx-GAsYQQe-OWT9NcZ6ew,87,5L,"5L   R$ 87,00",PZOwW1.1ROSiob7KmFoQKw,UG2uLEaBQLSnjv1wzw4P.w ,UG2uLEaBQLSnjv1wzw4P.w Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"1L   R$ 26,70_ 5L   R$ 87,00","1L   R$ 26,70
 5L   R$ 87,00",1182,Seven Sabonete Desengraxante (SEVENGEL),,,,,,
b8sbZH2KR7eAItYReXDXuQ,JG.TVh72STu7GbgxKkLQ6w,wOcyDTRuRMaY9Maxl1J38w,"3,2",500ml,"500ml Capim Limão  R$ 3,20",PZOwW1.1ROSiob7KmFoQKw,JG.TVh72STu7GbgxKkLQ6w V3ixkpErRsmj-9P3S5zYzQ,JG.TVh72STu7GbgxKkLQ6w wOcyDTRuRMaY9Maxl1J38w V3ixkpErRsmj-9P3S5zYzQ ,,500ml ,"500ml Capim Limão  R$ 3,20_ 500ml Clear  R$ 3,30_ 500ml Clear Care  R$ 3,50_ 500ml Côco  R$ 3,20_ 500ml Limão  R$ 3,20_ 500ml Maçã  R$ 3,10_ 500ml Neutro  R$ 3,50","500ml Capim Limão  R$ 3,20
 500ml Clear  R$ 3,30
 500ml Clear Care  R$ 3,50
 500ml Côco  R$ 3,20
 500ml Limão  R$ 3,20
 500ml Maçã  R$ 3,10
 500ml Neutro  R$ 3,50",7896098902042,Detergente 500ML(YPÊ),V3ixkpErRsmj-9P3S5zYzQ,Capim Limão,,,,
djzDkRtITASYwOUB7EH-nA,JG.TVh72STu7GbgxKkLQ6w,wOcyDTRuRMaY9Maxl1J38w,"3,3",500ml,"500ml Clear  R$ 3,30",PZOwW1.1ROSiob7KmFoQKw,JG.TVh72STu7GbgxKkLQ6w SNlva4SlQsCStW-fDI0EXg,JG.TVh72STu7GbgxKkLQ6w wOcyDTRuRMaY9Maxl1J38w SNlva4SlQsCStW-fDI0EXg ,,500ml ,"500ml Capim Limão  R$ 3,20_ 500ml Clear  R$ 3,30_ 500ml Clear Care  R$ 3,50_ 500ml Côco  R$ 3,20_ 500ml Limão  R$ 3,20_ 500ml Maçã  R$ 3,10_ 500ml Neutro  R$ 3,50","500ml Capim Limão  R$ 3,20
 500ml Clear  R$ 3,30
 500ml Clear Care  R$ 3,50
 500ml Côco  R$ 3,20
 500ml Limão  R$ 3,20
 500ml Maçã  R$ 3,10
 500ml Neutro  R$ 3,50",7896098900253,Detergente 500ML(YPÊ),SNlva4SlQsCStW-fDI0EXg,Clear,,,,
AlZaBLtiTp2-Z1XySU0MpA,JG.TVh72STu7GbgxKkLQ6w,wOcyDTRuRMaY9Maxl1J38w,"3,5",500ml,"500ml Clear Care  R$ 3,50",PZOwW1.1ROSiob7KmFoQKw,JG.TVh72STu7GbgxKkLQ6w 5wbxjTJQRWGBFZ04nNGZmA,JG.TVh72STu7GbgxKkLQ6w wOcyDTRuRMaY9Maxl1J38w 5wbxjTJQRWGBFZ04nNGZmA ,,500ml ,"500ml Capim Limão  R$ 3,20_ 500ml Clear  R$ 3,30_ 500ml Clear Care  R$ 3,50_ 500ml Côco  R$ 3,20_ 500ml Limão  R$ 3,20_ 500ml Maçã  R$ 3,10_ 500ml Neutro  R$ 3,50","500ml Capim Limão  R$ 3,20
 500ml Clear  R$ 3,30
 500ml Clear Care  R$ 3,50
 500ml Côco  R$ 3,20
 500ml Limão  R$ 3,20
 500ml Maçã  R$ 3,10
 500ml Neutro  R$ 3,50",7896098900277,Detergente 500ML(YPÊ),5wbxjTJQRWGBFZ04nNGZmA,Clear Care,,,,
lmnRbhZdRoOp9nTpI2DByw,JG.TVh72STu7GbgxKkLQ6w,wOcyDTRuRMaY9Maxl1J38w,"3,2",500ml,"500ml Côco  R$ 3,20",PZOwW1.1ROSiob7KmFoQKw,JG.TVh72STu7GbgxKkLQ6w gB4fQZYdTfiP54e1D9zXrA,JG.TVh72STu7GbgxKkLQ6w wOcyDTRuRMaY9Maxl1J38w gB4fQZYdTfiP54e1D9zXrA ,,500ml ,"500ml Capim Limão  R$ 3,20_ 500ml Clear  R$ 3,30_ 500ml Clear Care  R$ 3,50_ 500ml Côco  R$ 3,20_ 500ml Limão  R$ 3,20_ 500ml Maçã  R$ 3,10_ 500ml Neutro  R$ 3,50","500ml Capim Limão  R$ 3,20
 500ml Clear  R$ 3,30
 500ml Clear Care  R$ 3,50
 500ml Côco  R$ 3,20
 500ml Limão  R$ 3,20
 500ml Maçã  R$ 3,10
 500ml Neutro  R$ 3,50",7896098900239,Detergente 500ML(YPÊ),gB4fQZYdTfiP54e1D9zXrA,Côco,,,,
w.gKj8q9SMqBcj0wnRVDcA,JG.TVh72STu7GbgxKkLQ6w,wOcyDTRuRMaY9Maxl1J38w,"3,2",500ml,"500ml Limão  R$ 3,20",PZOwW1.1ROSiob7KmFoQKw,JG.TVh72STu7GbgxKkLQ6w a-yIXmzrnTpKsonEP0zteQg,JG.TVh72STu7GbgxKkLQ6w wOcyDTRuRMaY9Maxl1J38w a-yIXmzrnTpKsonEP0zteQg ,,500ml ,"500ml Capim Limão  R$ 3,20_ 500ml Clear  R$ 3,30_ 500ml Clear Care  R$ 3,50_ 500ml Côco  R$ 3,20_ 500ml Limão  R$ 3,20_ 500ml Maçã  R$ 3,10_ 500ml Neutro  R$ 3,50","500ml Capim Limão  R$ 3,20
 500ml Clear  R$ 3,30
 500ml Clear Care  R$ 3,50
 500ml Côco  R$ 3,20
 500ml Limão  R$ 3,20
 500ml Maçã  R$ 3,10
 500ml Neutro  R$ 3,50",7896098900222,Detergente 500ML(YPÊ),a-yIXmzrnTpKsonEP0zteQg,Limão,,,,
eQVeEs9DTEWOGz6NSxBeEA,JG.TVh72STu7GbgxKkLQ6w,wOcyDTRuRMaY9Maxl1J38w,"3,1",500ml,"500ml Maçã  R$ 3,10",PZOwW1.1ROSiob7KmFoQKw,JG.TVh72STu7GbgxKkLQ6w v5-I.pufQ5KAgCJO.xCsig,JG.TVh72STu7GbgxKkLQ6w wOcyDTRuRMaY9Maxl1J38w v5-I.pufQ5KAgCJO.xCsig ,,500ml ,"500ml Capim Limão  R$ 3,20_ 500ml Clear  R$ 3,30_ 500ml Clear Care  R$ 3,50_ 500ml Côco  R$ 3,20_ 500ml Limão  R$ 3,20_ 500ml Maçã  R$ 3,10_ 500ml Neutro  R$ 3,50","500ml Capim Limão  R$ 3,20
 500ml Clear  R$ 3,30
 500ml Clear Care  R$ 3,50
 500ml Côco  R$ 3,20
 500ml Limão  R$ 3,20
 500ml Maçã  R$ 3,10
 500ml Neutro  R$ 3,50",7896098900215,Detergente 500ML(YPÊ),v5-I.pufQ5KAgCJO.xCsig,Maçã,,,,
CNq1ye-lRDyWq11HVFP8wQ,JG.TVh72STu7GbgxKkLQ6w,wOcyDTRuRMaY9Maxl1J38w,"3,5",500ml,"500ml Neutro  R$ 3,50",PZOwW1.1ROSiob7KmFoQKw,JG.TVh72STu7GbgxKkLQ6w ItJ-wZ0aQnOX-JPDV-.p8Q,JG.TVh72STu7GbgxKkLQ6w wOcyDTRuRMaY9Maxl1J38w ItJ-wZ0aQnOX-JPDV-.p8Q ,,500ml ,"500ml Capim Limão  R$ 3,20_ 500ml Clear  R$ 3,30_ 500ml Clear Care  R$ 3,50_ 500ml Côco  R$ 3,20_ 500ml Limão  R$ 3,20_ 500ml Maçã  R$ 3,10_ 500ml Neutro  R$ 3,50","500ml Capim Limão  R$ 3,20
 500ml Clear  R$ 3,30
 500ml Clear Care  R$ 3,50
 500ml Côco  R$ 3,20
 500ml Limão  R$ 3,20
 500ml Maçã  R$ 3,10
 500ml Neutro  R$ 3,50",7896098900208,Detergente 500ML(YPÊ),ItJ-wZ0aQnOX-JPDV-.p8Q,Neutro,,,,
zZehCVcaT1SFLud8JaC2QA,7INxoM5cRkiGpayTb.hPgg,RUXZ-ZBlRFidQ3NF7FoiAg,"2,9",1L,"1L   R$ 2,90",PZOwW1.1ROSiob7KmFoQKw,7INxoM5cRkiGpayTb.hPgg ,7INxoM5cRkiGpayTb.hPgg RUXZ-ZBlRFidQ3NF7FoiAg  ,,1L ,"1L   R$ 2,90_ 5L   R$ 11,00_ 2L   R$ 5,30","1L   R$ 2,90
 5L   R$ 11,00
 2L   R$ 5,30",7898628670018,Agua Sanitária (ITALAR),,,,,,
kuUAhMSFRcCye.8.o.KKhw,7INxoM5cRkiGpayTb.hPgg,Wrx-GAsYQQe-OWT9NcZ6ew,11,5L,"5L   R$ 11,00",PZOwW1.1ROSiob7KmFoQKw,7INxoM5cRkiGpayTb.hPgg ,7INxoM5cRkiGpayTb.hPgg Wrx-GAsYQQe-OWT9NcZ6ew  ,,5L ,"1L   R$ 2,90_ 5L   R$ 11,00_ 2L   R$ 5,30","1L   R$ 2,90
 5L   R$ 11,00
 2L   R$ 5,30",7898628670032,Agua Sanitária (ITALAR),,,,,,
fWa7V8HiSJiq1Y6PFzgxPw,7INxoM5cRkiGpayTb.hPgg,DRLAQ-DZSluQFh.2QcGYbQ,"5,3",2L,"2L   R$ 5,30",PZOwW1.1ROSiob7KmFoQKw,7INxoM5cRkiGpayTb.hPgg ,7INxoM5cRkiGpayTb.hPgg DRLAQ-DZSluQFh.2QcGYbQ  ,false,2L ,"1L   R$ 2,90_ 5L   R$ 11,00_ 2L   R$ 5,30","1L   R$ 2,90
 5L   R$ 11,00
 2L   R$ 5,30",7898628670025,Agua Sanitária (ITALAR),,,,,,
C2xVN6jeQv21V30H1PwWNQ,Wlz3n8ZGRyKPxKvF3kGPaw,a-mOT7GbuRB-Hakv-23dXqg,"43,5","2,4Kg","2,4Kg   R$ 43,50",PZOwW1.1ROSiob7KmFoQKw,Wlz3n8ZGRyKPxKvF3kGPaw ,Wlz3n8ZGRyKPxKvF3kGPaw a-mOT7GbuRB-Hakv-23dXqg  ,,"2,4Kg ","2,4Kg   R$ 43,50_ 4Kg   R$ 60,00","2,4Kg   R$ 43,50
 4Kg   R$ 60,00",,,,,,,,
x9pMN.61SAeyRiMEBR8ZXQ,Wlz3n8ZGRyKPxKvF3kGPaw,Kj6ntsnwQd-9R798KTLjaw,60,4Kg,"4Kg   R$ 60,00",PZOwW1.1ROSiob7KmFoQKw,Wlz3n8ZGRyKPxKvF3kGPaw ,Wlz3n8ZGRyKPxKvF3kGPaw Kj6ntsnwQd-9R798KTLjaw  ,,4Kg ,"2,4Kg   R$ 43,50_ 4Kg   R$ 60,00","2,4Kg   R$ 43,50
 4Kg   R$ 60,00",,,,,,,,
ruo6Z1RaRtyHEjKdxRaWAw,VGYhSRkvS16gncuyS.yRrw,tdbzy.bDQVKHLnGW4vwosw,"11,6",570g,"570g   R$ 11,60",PZOwW1.1ROSiob7KmFoQKw,VGYhSRkvS16gncuyS.yRrw ,VGYhSRkvS16gncuyS.yRrw tdbzy.bDQVKHLnGW4vwosw  ,,570g ,"570g   R$ 11,60","570g   R$ 11,60",7898275017099,Pneu Pretinho Gel Superbrilho (RODABRIL),,,,,,
LkFOFfdmTGet.31rk6b5hA,JYo8Snj4RlKlsAKoZnzXGA,,"37,4",,"   R$ 37,40",4fbKznm1SBK0oo9kp.oM7Q,JYo8Snj4RlKlsAKoZnzXGA ,JYo8Snj4RlKlsAKoZnzXGA   ,, ,"   R$ 37,40","   R$ 37,40",,,,,,,,
xrqmnm-FQgyUkxOO.Z.rvw,Mp4.rSBYSAGcKnYP44jVVw,,"28,3",,"   R$ 28,30",4fbKznm1SBK0oo9kp.oM7Q,Mp4.rSBYSAGcKnYP44jVVw ,Mp4.rSBYSAGcKnYP44jVVw   ,, ,"   R$ 28,30","   R$ 28,30",,,,,,,,
K1W8BaFxQo6gLKoNc1h38Q,vMOhsDARSECvFhCAmyZSsg,,40,,"   R$ 40,00",4fbKznm1SBK0oo9kp.oM7Q,vMOhsDARSECvFhCAmyZSsg ,vMOhsDARSECvFhCAmyZSsg   ,, ,"   R$ 40,00","   R$ 40,00",,,,,,,,
wbaa8uGKR5iZF46eOCAjcg,VG5ykd81SamhBcoc33MmXg,,"28,5",,"   R$ 28,50",4fbKznm1SBK0oo9kp.oM7Q,VG5ykd81SamhBcoc33MmXg ,VG5ykd81SamhBcoc33MmXg   ,, ,"   R$ 28,50","   R$ 28,50",,,,,,,,
Pu33KBZdSNOb1UtUXkCgsw,R.Bepih1TxyS49PEo5zoOQ,,42,,"   R$ 42,00",4fbKznm1SBK0oo9kp.oM7Q,R.Bepih1TxyS49PEo5zoOQ ,R.Bepih1TxyS49PEo5zoOQ   ,, ,"   R$ 42,00","   R$ 42,00",,,,,,,,
